,cells,total_score,chrom,start,end,strand,splice_motif,donor_seq,acceptor_seq,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,perfect_match_5_prime,perfect_match_3_prime,both_ends_transcripts,only_5_prime_transcripts,only_3_prime_transcripts,transcript_types,gene_ids,gene_names,transcripts_junc_5,transcripts_junc_3,gene_types
chr2_164461529_164463300_+,16,825,chr2,164461529,164463300,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000109352.7', 'ENSMUST00000164863.1', 'ENSMUST00000072452.10', 'ENSMUST00000138268.7', 'ENSMUST00000142892.7', 'ENSMUST00000125086.1']","['ENSMUST00000109352.7', 'ENSMUST00000164863.1', 'ENSMUST00000072452.10', 'ENSMUST00000138268.7', 'ENSMUST00000142892.7', 'ENSMUST00000125086.1']","['ENSMUST00000109352.7', 'ENSMUST00000164863.1', 'ENSMUST00000125086.1', 'ENSMUST00000142892.7', 'ENSMUST00000138268.7', 'ENSMUST00000072452.10']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000090996.1', 'ENSMUSG00000045503.16']","['Gm20458', 'Sys1']","['ENSMUST00000109352.7', 'ENSMUST00000164863.1', 'ENSMUST00000125086.1', 'ENSMUST00000142892.7', 'ENSMUST00000138268.7', 'ENSMUST00000072452.10']","['ENSMUST00000109352.7', 'ENSMUST00000164863.1', 'ENSMUST00000125086.1', 'ENSMUST00000142892.7', 'ENSMUST00000138268.7', 'ENSMUST00000072452.10']",['protein_coding']
chr2_164463368_164464357_+,14,788,chr2,164463368,164464357,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000109352.7', 'ENSMUST00000164863.1', 'ENSMUST00000072452.10', 'ENSMUST00000138268.7', 'ENSMUST00000142892.7', 'ENSMUST00000125086.1']","['ENSMUST00000109352.7', 'ENSMUST00000072452.10', 'ENSMUST00000125086.1']","['ENSMUST00000109352.7', 'ENSMUST00000072452.10', 'ENSMUST00000125086.1']","['ENSMUST00000142892.7', 'ENSMUST00000164863.1', 'ENSMUST00000138268.7']",[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000090996.1', 'ENSMUSG00000045503.16']","['Gm20458', 'Sys1']","['ENSMUST00000109352.7', 'ENSMUST00000164863.1', 'ENSMUST00000125086.1', 'ENSMUST00000142892.7', 'ENSMUST00000138268.7', 'ENSMUST00000072452.10']","['ENSMUST00000109352.7', 'ENSMUST00000072452.10', 'ENSMUST00000125086.1']",['protein_coding']
chr4_57857037_57892868_+,7,220,chr4,57857037,57892868,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000098066.8', 'ENSMUST00000150412.3', 'ENSMUST00000107600.7', 'ENSMUST00000102903.7', 'ENSMUST00000107598.8', 'ENSMUST00000043456.11', 'ENSMUST00000098064.8', 'ENSMUST00000102902.3']","['ENSMUST00000098066.8', 'ENSMUST00000150412.3', 'ENSMUST00000107600.7', 'ENSMUST00000102903.7', 'ENSMUST00000107598.8', 'ENSMUST00000043456.11', 'ENSMUST00000098064.8', 'ENSMUST00000102902.3']","['ENSMUST00000102902.3', 'ENSMUST00000102903.7', 'ENSMUST00000107598.8', 'ENSMUST00000098064.8', 'ENSMUST00000107600.7', 'ENSMUST00000043456.11', 'ENSMUST00000098066.8', 'ENSMUST00000150412.3']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000038729.23', 'ENSMUSG00000089945.13']","['Akap2', 'Pakap']","['ENSMUST00000102902.3', 'ENSMUST00000102903.7', 'ENSMUST00000107598.8', 'ENSMUST00000098064.8', 'ENSMUST00000107600.7', 'ENSMUST00000043456.11', 'ENSMUST00000098066.8', 'ENSMUST00000150412.3']","['ENSMUST00000102902.3', 'ENSMUST00000102903.7', 'ENSMUST00000107598.8', 'ENSMUST00000098064.8', 'ENSMUST00000107600.7', 'ENSMUST00000043456.11', 'ENSMUST00000098066.8', 'ENSMUST00000150412.3']",['protein_coding']
chr4_138316131_138317304_-,9,393,chr4,138316131,138317304,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000030536.12', 'ENSMUST00000105817.3']","['ENSMUST00000030536.12', 'ENSMUST00000105817.3']","['ENSMUST00000105817.3', 'ENSMUST00000030536.12']",[],['ENSMUST00000183998.1'],"['miRNA', 'protein_coding']","['ENSMUSG00000099200.1', 'ENSMUSG00000028756.12']","['Mir7019', 'Pink1']","['ENSMUST00000105817.3', 'ENSMUST00000030536.12']","['ENSMUST00000105817.3', 'ENSMUST00000030536.12', 'ENSMUST00000183998.1']","['miRNA', 'protein_coding']"
chr5_32738920_32739136_-,11,620,chr5,32738920,32739136,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000071829.11', 'ENSMUST00000120591.7', 'ENSMUST00000144673.2']","['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000202283.4', 'ENSMUST00000142957.5', 'ENSMUST00000071829.11', 'ENSMUST00000120591.7', 'ENSMUST00000144673.2', 'ENSMUST00000197787.4', 'ENSMUST00000200390.4']","['ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000142779.7']","['ENSMUST00000135248.1', 'ENSMUST00000196545.1']",[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000023452.19', 'ENSMUSG00000093574.1', 'ENSMUSG00000105647.1']","['Pisd', 'Gm20671', 'Gm43695']","['ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000196545.1', 'ENSMUST00000135248.1', 'ENSMUST00000142779.7']","['ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000142779.7']","['processed_transcript', 'protein_coding']"
chr5_32739373_32764772_-,10,289,chr5,32739373,32764772,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000138360.7']","['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000202283.4', 'ENSMUST00000201980.4', 'ENSMUST00000142957.5', 'ENSMUST00000071829.11', 'ENSMUST00000120591.7', 'ENSMUST00000144673.2', 'ENSMUST00000197787.4', 'ENSMUST00000200390.4', 'ENSMUST00000138360.7', 'ENSMUST00000202641.1', 'ENSMUST00000135248.1']","['ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000142957.5', 'ENSMUST00000142779.7']",[],"['ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000201980.4', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000196545.1', 'ENSMUST00000202641.1', 'ENSMUST00000135248.1']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000023452.19', 'ENSMUSG00000093574.1', 'ENSMUSG00000105647.1']","['Pisd', 'Gm20671', 'Gm43695']","['ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000142957.5', 'ENSMUST00000142779.7']","['ENSMUST00000138360.7', 'ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000201980.4', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000196545.1', 'ENSMUST00000202641.1', 'ENSMUST00000135248.1', 'ENSMUST00000142779.7']","['processed_transcript', 'protein_coding']"
chr5_32764948_32774395_-,9,329,chr5,32764948,32774395,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000138360.7', 'ENSMUST00000145759.1']","['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000138360.7', 'ENSMUST00000145759.1']","['ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000145759.1', 'ENSMUST00000142779.7']",[],['ENSMUST00000142957.5'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000023452.19', 'ENSMUSG00000093574.1']","['Pisd', 'Gm20671']","['ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000145759.1', 'ENSMUST00000142779.7']","['ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000142957.5', 'ENSMUST00000145759.1', 'ENSMUST00000142779.7']",['protein_coding']
chr5_32774466_32785548_-,8,251,chr5,32774466,32785548,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000138360.7', 'ENSMUST00000145759.1']","['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000138360.7', 'ENSMUST00000145759.1']","['ENSMUST00000142779.7', 'ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000145759.1']",['ENSMUST00000142957.5'],['ENSMUST00000144673.2'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000023452.19', 'ENSMUSG00000093574.1']","['Pisd', 'Gm20671']","['ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000145759.1', 'ENSMUST00000142779.7']","['ENSMUST00000138360.7', 'ENSMUST00000061895.15', 'ENSMUST00000144673.2', 'ENSMUST00000145759.1', 'ENSMUST00000142779.7']",['protein_coding']
chr5_86804591_86815628_+,14,333,chr5,86804591,86815628,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000119339.7', 'ENSMUST00000120498.7', 'ENSMUST00000156363.7', 'ENSMUST00000038384.7']","['ENSMUST00000198859.1', 'ENSMUST00000119339.7', 'ENSMUST00000120498.7', 'ENSMUST00000156363.7', 'ENSMUST00000038384.7']","['ENSMUST00000156363.7', 'ENSMUST00000120498.7', 'ENSMUST00000038384.7', 'ENSMUST00000119339.7']",[],"['ENSMUST00000198859.1', 'ENSMUST00000151489.7']","['nonsense_mediated_decay', 'protein_coding', 'lincRNA', 'retained_intron']","['ENSMUSG00000105704.1', 'ENSMUSG00000035851.14']","['Gm43055', 'Ythdc1']","['ENSMUST00000156363.7', 'ENSMUST00000120498.7', 'ENSMUST00000038384.7', 'ENSMUST00000119339.7']","['ENSMUST00000151489.7', 'ENSMUST00000038384.7', 'ENSMUST00000198859.1', 'ENSMUST00000156363.7', 'ENSMUST00000120498.7', 'ENSMUST00000119339.7']","['protein_coding', 'lincRNA']"
chr7_105640622_105640761_+,22,1426,chr7,105640622,105640761,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000106783.7', 'ENSMUST00000058333.9', 'ENSMUST00000210350.1', 'ENSMUST00000106785.7', 'ENSMUST00000142363.7', 'ENSMUST00000142874.8', 'ENSMUST00000151193.1', 'ENSMUST00000149819.7', 'ENSMUST00000106786.7', 'ENSMUST00000209588.1', 'ENSMUST00000106780.1', 'ENSMUST00000211054.1', 'ENSMUST00000140577.1', 'ENSMUST00000106784.1']","['ENSMUST00000106783.7', 'ENSMUST00000058333.9', 'ENSMUST00000210350.1', 'ENSMUST00000106785.7', 'ENSMUST00000142363.7', 'ENSMUST00000142874.8', 'ENSMUST00000151193.1', 'ENSMUST00000150479.1', 'ENSMUST00000106786.7', 'ENSMUST00000106780.1', 'ENSMUST00000211054.1', 'ENSMUST00000140577.1']","['ENSMUST00000210350.1', 'ENSMUST00000058333.9', 'ENSMUST00000106783.7', 'ENSMUST00000106780.1', 'ENSMUST00000106784.1', 'ENSMUST00000106786.7', 'ENSMUST00000211054.1', 'ENSMUST00000142363.7', 'ENSMUST00000150479.1', 'ENSMUST00000140577.1', 'ENSMUST00000151193.1', 'ENSMUST00000106785.7', 'ENSMUST00000142874.8']","['ENSMUST00000209588.1', 'ENSMUST00000149819.7']",['ENSMUST00000140385.1'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000089847.8', 'ENSMUSG00000110234.2']","['Timm10b', 'Gm45799']","['ENSMUST00000210350.1', 'ENSMUST00000058333.9', 'ENSMUST00000209588.1', 'ENSMUST00000106783.7', 'ENSMUST00000106780.1', 'ENSMUST00000106784.1', 'ENSMUST00000149819.7', 'ENSMUST00000106786.7', 'ENSMUST00000211054.1', 'ENSMUST00000142363.7', 'ENSMUST00000150479.1', 'ENSMUST00000140577.1', 'ENSMUST00000151193.1', 'ENSMUST00000106785.7', 'ENSMUST00000142874.8']","['ENSMUST00000210350.1', 'ENSMUST00000140385.1', 'ENSMUST00000058333.9', 'ENSMUST00000106783.7', 'ENSMUST00000106780.1', 'ENSMUST00000106784.1', 'ENSMUST00000106786.7', 'ENSMUST00000211054.1', 'ENSMUST00000142363.7', 'ENSMUST00000150479.1', 'ENSMUST00000140577.1', 'ENSMUST00000151193.1', 'ENSMUST00000106785.7', 'ENSMUST00000142874.8']",['protein_coding']
chr7_105640857_105641027_+,20,1092,chr7,105640857,105641027,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000106783.7', 'ENSMUST00000058333.9', 'ENSMUST00000210350.1', 'ENSMUST00000106785.7', 'ENSMUST00000142363.7', 'ENSMUST00000142874.8', 'ENSMUST00000150479.1', 'ENSMUST00000106786.7', 'ENSMUST00000106780.1', 'ENSMUST00000211054.1', 'ENSMUST00000140385.1']","['ENSMUST00000106783.7', 'ENSMUST00000058333.9', 'ENSMUST00000210350.1', 'ENSMUST00000106785.7', 'ENSMUST00000142363.7', 'ENSMUST00000142874.8', 'ENSMUST00000149819.7', 'ENSMUST00000150479.1', 'ENSMUST00000106786.7', 'ENSMUST00000209588.1', 'ENSMUST00000106780.1', 'ENSMUST00000211054.1', 'ENSMUST00000106784.1', 'ENSMUST00000140385.1']","['ENSMUST00000210350.1', 'ENSMUST00000140385.1', 'ENSMUST00000058333.9', 'ENSMUST00000106783.7', 'ENSMUST00000106780.1', 'ENSMUST00000106784.1', 'ENSMUST00000106786.7', 'ENSMUST00000211054.1', 'ENSMUST00000142363.7', 'ENSMUST00000150479.1', 'ENSMUST00000106785.7', 'ENSMUST00000142874.8']",[],"['ENSMUST00000209445.1', 'ENSMUST00000209588.1', 'ENSMUST00000210893.1', 'ENSMUST00000149819.7']","['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000089847.8', 'ENSMUSG00000110234.2']","['Timm10b', 'Gm45799']","['ENSMUST00000210350.1', 'ENSMUST00000140385.1', 'ENSMUST00000058333.9', 'ENSMUST00000106783.7', 'ENSMUST00000106780.1', 'ENSMUST00000106784.1', 'ENSMUST00000106786.7', 'ENSMUST00000211054.1', 'ENSMUST00000142363.7', 'ENSMUST00000150479.1', 'ENSMUST00000106785.7', 'ENSMUST00000142874.8']","['ENSMUST00000210350.1', 'ENSMUST00000140385.1', 'ENSMUST00000210893.1', 'ENSMUST00000058333.9', 'ENSMUST00000209588.1', 'ENSMUST00000106783.7', 'ENSMUST00000106780.1', 'ENSMUST00000106784.1', 'ENSMUST00000149819.7', 'ENSMUST00000106786.7', 'ENSMUST00000211054.1', 'ENSMUST00000209445.1', 'ENSMUST00000142363.7', 'ENSMUST00000150479.1', 'ENSMUST00000106785.7', 'ENSMUST00000142874.8']",['protein_coding']
chr8_70139772_70141863_+,8,746,chr8,70139772,70141863,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000002418.14', 'ENSMUST00000123976.1', 'ENSMUST00000163756.1', 'ENSMUST00000123760.7', 'ENSMUST00000129668.7']","['ENSMUST00000002418.14', 'ENSMUST00000123976.1', 'ENSMUST00000123760.7', 'ENSMUST00000129668.7', 'ENSMUST00000110139.1']","['ENSMUST00000123976.1', 'ENSMUST00000129668.7', 'ENSMUST00000123760.7', 'ENSMUST00000002418.14']",['ENSMUST00000163756.1'],['ENSMUST00000110139.1'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000002345.18', 'ENSMUSG00000079033.10']","['Borcs8', 'Mef2b']","['ENSMUST00000163756.1', 'ENSMUST00000123760.7', 'ENSMUST00000123976.1', 'ENSMUST00000129668.7', 'ENSMUST00000002418.14']","['ENSMUST00000123760.7', 'ENSMUST00000123976.1', 'ENSMUST00000129668.7', 'ENSMUST00000110139.1', 'ENSMUST00000002418.14']",['protein_coding']
chr9_72730973_72731221_+,13,447,chr9,72730973,72731221,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,['ENSMUST00000034740.14'],['ENSMUST00000034740.14'],['ENSMUST00000034740.14'],['ENSMUST00000194508.1'],[],"['protein_coding', 'TEC']","['ENSMUSG00000102411.1', 'ENSMUSG00000032216.14']","['Gm36936', 'Nedd4']","['ENSMUST00000034740.14', 'ENSMUST00000194508.1']",['ENSMUST00000034740.14'],"['protein_coding', 'TEC']"
chr9_103190421_103191068_-,11,338,chr9,103190421,103191068,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000035157.9', 'ENSMUST00000163567.7', 'ENSMUST00000166836.1', 'ENSMUST00000190760.1']","['ENSMUST00000035157.9', 'ENSMUST00000163567.7', 'ENSMUST00000166836.1']","['ENSMUST00000190760.1', 'ENSMUST00000035157.9', 'ENSMUST00000163567.7', 'ENSMUST00000166836.1']",[],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000032553.14', 'ENSMUSG00000090639.1']","['Srprb', 'Gm20425']","['ENSMUST00000190760.1', 'ENSMUST00000035157.9', 'ENSMUST00000163567.7', 'ENSMUST00000166836.1']","['ENSMUST00000190760.1', 'ENSMUST00000035157.9', 'ENSMUST00000163567.7', 'ENSMUST00000166836.1']",['protein_coding']
chr9_103197620_103198788_-,11,308,chr9,103197620,103198788,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000035157.9', 'ENSMUST00000166836.1']","['ENSMUST00000035157.9', 'ENSMUST00000166836.1']","['ENSMUST00000035157.9', 'ENSMUST00000166836.1']",[],[],['protein_coding'],"['ENSMUSG00000032553.14', 'ENSMUSG00000090639.1']","['Srprb', 'Gm20425']","['ENSMUST00000035157.9', 'ENSMUST00000166836.1']","['ENSMUST00000035157.9', 'ENSMUST00000166836.1']",['protein_coding']
chr1_30945030_30946037_-,14,423,chr1,30945030,30946037,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000232841.1', 'ENSMUST00000233506.1', 'ENSMUST00000027232.14', 'ENSMUST00000076587.5']","['ENSMUST00000232841.1', 'ENSMUST00000233506.1', 'ENSMUST00000027232.14', 'ENSMUST00000076587.5']","['ENSMUST00000076587.5', 'ENSMUST00000233506.1', 'ENSMUST00000232841.1', 'ENSMUST00000027232.14']",[],[],['protein_coding'],"['ENSMUSG00000026064.16', 'ENSMUSG00000117310.1']","['Ptp4a1', 'Ptp4a1']","['ENSMUST00000076587.5', 'ENSMUST00000233506.1', 'ENSMUST00000232841.1', 'ENSMUST00000027232.14']","['ENSMUST00000076587.5', 'ENSMUST00000233506.1', 'ENSMUST00000232841.1', 'ENSMUST00000027232.14']",['protein_coding']
chr10_80602949_80608802_+,13,284,chr10,80602949,80608802,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000220669.1', 'ENSMUST00000038411.4', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000221960.1', 'ENSMUST00000221387.1', 'ENSMUST00000221032.1']","['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000221387.1', 'ENSMUST00000221032.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000221032.1', 'ENSMUST00000220669.1']","['ENSMUST00000221960.1', 'ENSMUST00000038411.4']","['ENSMUST00000180350.2', 'ENSMUST00000219462.1']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000113640.1', 'ENSMUSG00000113949.1', 'ENSMUSG00000035370.9']","['Adat3', 'Scamp4', 'Gm49322']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000221032.1', 'ENSMUST00000220669.1', 'ENSMUST00000221960.1', 'ENSMUST00000038411.4']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1', 'ENSMUST00000221032.1', 'ENSMUST00000220669.1']",['protein_coding']
chr10_80608850_80609329_+,12,204,chr10,80608850,80609329,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000221387.1', 'ENSMUST00000221032.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000221032.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000219462.1', 'ENSMUST00000221032.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']",['ENSMUST00000221387.1'],['ENSMUST00000184456.1'],"['miRNA', 'nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000113949.1', 'ENSMUSG00000035370.9', 'ENSMUSG00000099283.1']","['Scamp4', 'Gm49322', 'Mir6912']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000219462.1', 'ENSMUST00000221032.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']","['ENSMUST00000079883.11', 'ENSMUST00000184456.1', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000219462.1', 'ENSMUST00000221032.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']","['miRNA', 'protein_coding']"
chr10_80609458_80609640_+,12,374,chr10,80609458,80609640,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000221387.1', 'ENSMUST00000221032.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000221387.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000219462.1', 'ENSMUST00000218067.1']","['ENSMUST00000220669.1', 'ENSMUST00000221032.1']",[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000113949.1', 'ENSMUSG00000035370.9']","['Scamp4', 'Gm49322']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000219462.1', 'ENSMUST00000221032.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000219462.1', 'ENSMUST00000218067.1']",['protein_coding']
chr10_80609797_80611027_+,12,279,chr10,80609797,80611027,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1', 'ENSMUST00000218067.1']",['ENSMUST00000221387.1'],['ENSMUST00000220669.1'],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000113949.1', 'ENSMUSG00000035370.9']","['Scamp4', 'Gm49322']","['ENSMUST00000221387.1', 'ENSMUST00000079883.11', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000219462.1', 'ENSMUST00000218067.1']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']",['protein_coding']
chr10_80611129_80612341_+,13,273,chr10,80611129,80612341,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000219462.1']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']",['ENSMUST00000223256.1'],[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000113949.1', 'ENSMUSG00000035370.9']","['Scamp4', 'Gm49322']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000223256.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']",['protein_coding']
